temperature,humidity,co2
24.49,48.12,2734
24.46,47.45,2854
24.39,47.42,2879
24.55,47.6,2864
24.39,46.61,2903
24.33,47.31,2878
24.43,46.75,2933
24.55,48.59,2413
25.25,48.35,2026
25.84,49.56,2239
26.28,50.1,2326
27.62,51.41,2161
26.84,52.96,2563
26.84,54.06,2693
26.21,52.99,2798
25.55,52.5,2945
25.11,51.21,2928
24.85,50.26,2971
24.64,49.46,3009
24.5,48.73,3000
24.37,48.21,3056
24.34,47.99,3136
24.27,47.34,3105
24.18,46.7,3138
24.12,46.75,3143
24.17,46.95,3058
24.3,46.94,2343
23.79,45.94,1551
22.52,46.6,1507
22.54,50.13,1597
22.91,49.86,1665
22.94,49.69,1742
23.25,51.2,1797
23.41,49.99,1848
23.25,49.89,1896
23.53,50.11,1948
23.46,48.41,1970
23.31,47.73,1984
23.59,48.0,2029
23.52,46.79,2080
23.29,46.43,2074
23.18,46.11,2092
23.08,45.62,2150
23.2,46.06,2157
23.54,45.22,2249
23.43,44.05,2262
23.55,45.16,2297
23.93,44.43,1735
23.8,44.09,1546
24.02,45.08,1514
23.89,44.26,1587
23.73,44.87,1680
24.13,48.09,1781
24.47,47.13,1864
24.37,47.12,1918
24.38,46.55,1918
24.31,47.42,2010
24.37,46.61,2028
24.47,47.39,2110
24.36,46.28,2137
24.44,46.91,2205
24.44,47.04,2233
24.46,46.45,2210
24.52,47.19,1820
24.43,47.91,1251
24.68,48.81,1071
24.89,48.0,1101
25.06,47.44,1168
25.2,47.24,1140
25.29,47.39,1129
25.34,47.62,1124
25.39,47.82,1090
25.43,47.97,1112
25.46,48.12,1087
25.49,48.55,1018
25.5,48.46,996
25.48,48.68,1006
25.44,48.98,981
25.42,49.09,1011
25.4,49.32,986
25.38,49.52,994
25.37,49.68,983
25.36,49.84,974
25.36,50.02,945
25.35,50.14,944
25.36,50.32,938
25.35,50.57,928
25.34,50.8,908
25.34,50.94,916
25.33,51.12,896
25.33,51.29,909
25.33,51.43,886
25.33,51.52,887
25.33,51.63,870
25.33,51.8,864
25.33,51.89,866
25.32,51.92,854
25.33,52.01,846
25.33,52.06,847
25.33,52.17,844
25.33,52.27,825
25.33,52.31,840
25.33,52.41,816
25.33,52.45,820
25.33,52.49,794
25.32,52.62,809
25.32,52.7,794
25.32,52.84,785
25.32,52.84,782
25.32,52.91,788
25.32,52.97,777
25.31,53.04,777
25.31,53.08,771
25.31,53.14,767
25.31,53.18,758
25.31,53.25,760
25.31,53.28,762
25.31,53.34,735
25.3,53.4,733
25.3,53.45,738
25.3,53.49,729
25.3,53.53,721
25.3,53.58,717
25.3,53.62,710
25.3,53.64,715
25.3,53.68,719
25.3,53.72,702
25.29,53.73,712
25.29,53.77,706
25.29,53.8,690
25.29,53.84,697
25.29,53.81,688
25.3,53.78,678
25.31,53.81,671
25.32,53.84,660
25.33,53.83,667
25.33,53.86,672
25.32,53.94,657
25.3,54.06,641
25.3,54.16,638
25.3,54.17,646
25.29,54.22,644
25.29,54.36,618
25.29,54.4,619
25.29,54.41,630
25.29,54.46,615
25.29,54.57,612
25.28,54.63,616
25.27,54.68,603
25.27,54.77,590
25.27,54.78,615
25.27,54.86,588
25.26,54.92,590
25.27,54.99,577
25.26,55.18,556
25.28,55.01,564
25.28,55.28,544
25.27,55.28,564
25.27,55.44,547
25.27,55.31,543
25.26,55.35,542
25.25,55.42,537
25.25,55.44,528
25.23,55.42,536
25.23,55.48,528
25.22,55.51,534
25.22,55.54,508
25.22,55.64,504
25.22,55.82,494
25.24,55.61,503
25.23,56.01,511
25.23,56.03,486
25.23,56.02,487
25.22,56.07,478
25.21,56.08,478
25.21,56.29,467
25.21,56.14,476
25.21,56.09,475
25.2,56.29,460
25.19,56.37,445
25.19,56.35,441
25.19,56.16,456
25.18,56.17,452
25.18,56.24,454
25.17,56.53,446
25.17,56.31,430
25.16,56.53,422
25.16,56.6,420
25.16,56.48,429
25.15,56.35,429
25.14,56.35,428
25.14,56.49,429
25.14,56.48,430
25.13,56.45,425
25.12,56.46,419
25.13,56.47,424
25.13,56.47,420
25.12,56.59,411
25.11,56.84,410
25.11,56.9,413
25.11,57.02,412
25.11,57.25,414
25.1,57.23,413
25.1,57.4,410
25.09,57.51,409
25.09,57.54,412
25.08,57.61,411
25.08,57.59,409
25.07,57.73,410
25.06,57.69,415
25.06,57.89,409
25.05,57.95,409
25.05,58.01,409
25.05,58.02,409
25.05,58.2,409
25.05,58.08,409
25.05,58.21,409
25.05,58.12,409
25.05,58.08,410
25.04,58.3,409
25.04,58.38,409
25.03,58.38,409
25.04,58.44,409
25.04,58.42,409
25.05,58.47,409
25.05,58.42,410
25.05,58.5,409
25.06,58.57,409
25.05,58.7,409
25.06,58.76,409
25.07,58.72,409
25.07,58.75,409
25.07,58.57,408
25.07,58.53,409
25.08,58.34,410
25.09,58.32,410
25.1,58.28,410
25.1,58.26,409
25.11,58.25,410
25.11,58.22,411
25.07,57.56,409
24.63,57.58,410
24.08,57.98,410
23.67,55.29,408
23.47,56.02,407
23.21,56.13,406
22.71,53.28,406
22.34,53.81,407
22.4,54.12,407
22.27,51.02,407
22.0,49.0,407
21.76,47.54,407
21.59,46.74,407
21.68,50.32,407
21.78,48.42,407
21.68,47.09,408
21.57,46.46,409
21.77,50.73,442
22.03,48.96,489
21.99,47.42,524
21.92,46.39,561
21.88,45.56,594
21.88,46.02,641
22.02,49.32,680
22.11,47.72,722
22.04,46.36,737
21.93,45.67,771
21.89,45.03,798
21.86,44.7,835
21.93,45.04,825
22.02,47.75,675
21.16,48.89,621
19.99,47.75,595
19.28,50.36,588
19.39,54.45,574
19.45,52.16,509
20.05,52.66,470
21.07,55.26,489
22.1,58.12,549
22.84,57.69,623
23.43,57.1,703
23.61,56.16,803
23.38,58.93,842
23.6,58.95,924
23.55,57.58,978
23.44,60.97,1046
23.82,60.56,1081
24.34,60.24,1180
24.76,59.29,1237
25.06,59.06,1333
24.8,56.76,1212
24.33,59.66,1122
24.36,59.73,1103
24.55,58.93,1073
24.71,58.27,1056
24.86,57.97,1032
24.94,56.34,1015
23.92,56.22,964
23.38,65.02,995
23.56,63.31,1026
23.2,64.91,1050
23.31,67.13,1123
23.22,64.67,1167
23.27,65.85,1220
23.14,64.42,1267
23.23,66.19,1322
23.08,63.22,1329
23.15,66.13,1363
23.07,62.08,1410
23.17,66.8,1474
23.16,62.29,1505
22.91,62.86,1536
23.12,65.09,1605
22.99,59.75,1618
23.03,62.8,1426
23.21,60.07,1371
23.2,63.99,1358
23.25,61.12,1402
23.18,62.41,1465
23.32,62.36,1514
23.23,60.81,1537
23.24,61.7,1608
23.11,59.23,1669
23.19,62.33,1702
23.07,57.92,1754
22.98,62.14,1809
23.08,59.44,1878
22.97,59.46,1914
23.16,62.2,1978
23.06,57.8,1997
23.11,62.97,2008
23.23,58.76,2074
23.14,60.77,2072
23.4,59.94,1900
23.37,55.77,1470
23.27,61.3,1129
23.24,58.45,1030
23.31,64.41,1113
23.43,61.07,1178
23.32,63.19,1228
23.43,63.71,1308
23.33,62.24,1368
23.41,65.01,1416
23.3,61.94,1453
23.39,66.55,1525
23.35,61.21,1583
23.29,65.67,1646
23.4,63.31,1688
23.29,63.8,1739
23.43,64.88,1799
23.26,62.76,1817
23.39,66.13,1882
23.41,59.6,1659
23.26,63.54,1510
23.43,66.2,1468
23.68,67.0,1435
24.0,65.44,1406
24.33,64.05,1420
24.62,62.88,1402
24.82,61.99,1408
24.95,61.36,1364
25.06,60.98,1349
25.14,60.55,1306
25.18,60.27,1284
25.18,60.18,1289
25.17,59.99,1232
25.15,59.91,1226
25.15,59.82,1202
25.15,59.74,1204
25.14,59.64,1186
25.15,59.53,1170
25.15,59.37,1133
25.16,59.27,1110
25.16,59.18,1097
25.16,59.07,1091
25.16,58.96,1077
25.17,58.85,1039
25.17,58.7,1017
25.18,58.61,1027
25.18,58.51,1003
25.19,58.43,997
25.19,58.34,964
25.19,58.27,962
25.19,58.2,954
25.19,58.15,940
25.2,58.08,928
25.19,58.05,923
25.19,58.04,908
25.19,57.99,914
25.19,57.95,900
25.19,57.89,880
25.19,57.85,876
25.19,57.81,871
25.2,57.78,853
25.2,57.75,842
25.21,57.7,835
25.21,57.65,832
25.21,57.61,819
25.22,57.59,797
25.21,57.57,789
25.21,57.56,800
25.21,57.54,788
25.21,57.52,780
25.21,57.49,785
25.21,57.48,774
25.21,57.5,756
25.21,57.47,739
25.2,57.43,745
25.2,57.45,740
25.21,57.45,729
25.21,57.43,728
25.2,57.42,710
25.2,57.42,721
25.19,57.43,715
25.19,57.41,710
25.19,57.43,717
25.19,57.43,698
25.19,57.41,707
25.19,57.41,703
25.19,57.42,710
25.18,57.43,688
25.18,57.45,682
25.18,57.46,667
25.17,57.46,665
25.16,57.47,674
25.16,57.48,665
25.16,57.49,663
25.16,57.51,670
25.15,57.52,648
25.15,57.52,654
25.15,57.52,651
25.15,57.51,642
25.16,57.5,639
25.17,57.5,649
25.16,57.55,625
25.16,57.57,642
25.16,57.58,612
25.16,57.61,605
25.16,57.63,607
25.17,57.62,603
25.17,57.65,595
25.18,57.73,591
25.17,57.78,580
25.15,57.82,599
25.15,57.88,580
25.15,57.9,572
25.14,57.92,585
25.14,57.93,578
25.14,57.92,576
25.14,57.92,566
25.14,57.94,574
25.13,57.92,577
25.14,57.92,553
25.13,57.95,565
25.13,57.98,556
25.13,57.96,550
25.13,57.97,546
25.13,57.97,552
25.13,57.96,554
25.13,57.95,547
25.13,57.96,543
25.13,58.0,531
25.13,58.01,526
25.12,58.04,533
25.12,58.05,552
25.13,58.07,540
25.12,58.13,546
25.11,58.15,512
25.12,58.15,522
25.12,58.17,518
25.12,58.2,511
25.12,58.29,508
25.11,58.33,500
25.1,58.34,528
25.1,58.34,508
25.1,58.36,504
25.09,58.4,504
25.09,58.43,501
25.09,58.44,501
25.09,58.45,507
25.09,58.42,510
25.09,58.42,526
25.08,58.42,511
25.08,58.56,505
25.09,58.46,490
25.1,58.55,496
25.1,58.59,483
25.1,58.7,488
25.09,58.8,474
25.08,58.86,472
25.07,58.92,468
25.06,59.03,463
25.05,59.05,466
25.05,59.22,459
25.04,59.27,447
25.03,59.3,433
25.03,59.33,432
25.03,59.4,443
25.02,59.35,452
25.01,59.36,442
25.0,59.45,431
25.01,59.37,434
25.0,59.39,443
25.0,59.36,444
25.0,59.33,438
25.0,59.38,448
24.99,59.37,439
24.99,59.39,442
24.99,59.42,434
24.99,59.44,423
25.0,59.52,423
25.0,59.68,416
25.01,59.56,413
25.02,59.63,421
25.03,59.56,418
25.03,59.57,414
25.04,59.6,411
25.04,59.6,419
25.04,59.59,410
25.05,59.63,414
25.05,59.58,411
25.05,59.48,412
25.06,59.39,415
25.08,59.36,417
25.08,59.32,494
25.1,59.28,486
25.11,59.27,489
25.11,59.27,490
25.13,59.22,504
25.13,59.18,500
25.14,59.13,482
25.14,59.13,480
25.15,59.07,486
25.16,59.05,510
25.16,59.03,496
25.17,59.01,484
25.18,59.0,486
25.18,58.97,501
25.18,58.99,488
25.19,58.96,487
25.2,58.94,497
25.22,58.93,487
25.22,58.9,490
25.23,58.85,487
25.25,58.8,492
25.25,58.72,475
25.26,58.74,488
25.27,58.65,481
25.29,58.49,483
25.29,58.31,483
25.31,58.15,465
25.32,57.93,466
25.33,57.97,472
25.34,57.82,466
25.36,57.72,459
25.37,57.59,463
25.39,57.46,464
25.41,57.39,452
25.43,57.34,448
25.44,57.28,460
25.47,57.09,434
25.51,56.76,445
25.54,56.75,443
25.54,56.71,436
25.55,56.85,441
25.56,56.74,426
25.58,56.63,427
25.59,56.56,420
25.58,56.57,423
25.58,56.39,437
25.58,56.27,423
25.57,56.41,432
25.57,56.34,420
25.58,56.11,418
25.58,56.17,423
25.58,56.4,429
25.57,56.4,416
25.58,56.14,429
25.59,56.02,413
25.6,56.09,412
25.59,56.1,413
25.6,56.12,428
25.6,56.18,413
25.6,56.22,418
25.6,56.28,412
25.61,56.3,417
25.63,56.24,409
25.65,56.05,410
25.68,56.09,413
25.69,56.06,418
25.7,55.65,409
25.72,55.34,409
25.75,55.32,409
25.76,55.56,409
25.76,55.51,409
25.77,55.47,410
25.77,55.28,409
25.78,55.4,409
25.79,55.33,409
25.8,55.37,409
25.79,55.32,409
25.79,55.2,409
25.78,55.3,409
25.78,55.35,408
25.78,55.03,408
25.78,55.26,409
25.77,55.36,409
25.77,55.31,408
25.77,55.16,409
25.77,55.23,409
25.77,55.34,409
25.76,55.34,408
25.75,55.21,408
25.76,55.16,408
25.75,55.3,408
25.73,55.49,409
25.72,55.5,408
25.71,55.53,408
25.7,55.59,408
25.7,55.63,408
25.68,55.67,408
25.67,55.71,409
25.67,55.76,408
25.66,55.82,409
25.65,55.88,408
25.64,55.94,408
25.63,55.97,408
25.62,56.02,408
25.61,56.08,408
25.6,56.13,409
25.59,56.15,408
25.59,56.17,409
25.57,56.26,408
25.56,56.29,408
25.54,56.38,408
25.51,56.46,408
25.5,56.51,408
25.49,56.57,408
25.48,56.59,408
25.48,56.61,408
25.47,56.66,408
25.47,56.66,408
25.46,56.7,408
25.46,56.72,408
25.46,56.73,408
25.45,56.78,408
25.45,56.78,408
25.44,56.8,408
25.44,56.83,408
25.43,56.87,409
25.43,56.88,408
25.42,56.91,408
25.42,56.93,408
25.42,56.95,409
25.41,56.98,409
25.41,57.01,408
25.41,57.03,408
25.4,57.02,408
25.4,57.03,408
25.4,57.05,408
25.4,57.03,408
25.4,57.06,408
25.39,57.1,408
25.39,57.11,408
25.39,57.11,408
25.39,57.13,408
25.39,57.1,408
25.39,57.1,408
25.39,57.07,408
25.38,57.11,409
25.38,57.08,409
25.38,57.09,408
25.38,57.11,408
25.37,57.14,408
25.38,57.09,408
25.37,57.12,408
25.37,57.15,408
25.37,57.16,408
25.37,57.13,408
25.37,57.17,408
25.37,57.16,408
25.36,57.19,408
25.36,57.18,408
25.36,57.2,408
25.36,57.17,408
25.36,57.24,409
25.36,57.23,408
25.36,57.23,408
25.36,57.22,408
25.36,57.23,408
25.36,57.25,409
25.36,57.27,408
25.35,57.28,408
25.35,57.3,408
25.36,57.32,408
25.35,57.37,408
25.35,57.35,409
25.35,57.4,408
25.35,57.39,408
25.35,57.42,408
25.35,57.44,408
25.35,57.44,408
25.35,57.48,408
25.35,57.5,408
25.35,57.54,408
25.35,57.49,408
25.34,57.59,408
25.34,57.62,409
25.34,57.66,409
25.35,57.68,408
25.34,57.71,408
25.34,57.73,409
25.34,57.76,409
25.34,57.82,409
25.33,57.82,408
25.33,57.84,408
25.33,57.88,408
25.33,57.91,409
25.33,57.97,409
25.33,57.96,409
25.33,57.98,408
25.33,57.96,409
25.32,57.99,409
25.32,58.01,409
25.33,58.0,409
25.32,57.96,409
25.32,57.97,408
25.32,57.99,409
25.32,57.99,408
25.32,58.01,408
25.32,58.02,408
25.32,58.03,408
25.32,58.03,408
25.32,58.02,408
25.32,58.01,409
25.33,58.01,408
25.33,58.03,408
25.33,58.05,409
25.32,58.1,408
25.33,58.12,408
25.32,58.15,408
25.32,58.12,408
25.32,58.15,408
25.33,58.2,408
25.32,58.21,408
25.32,58.22,408
25.32,58.26,408
25.31,58.35,409
25.31,58.44,409
25.3,58.51,408
25.3,58.52,409
25.3,58.55,408
25.3,58.64,409
25.29,58.66,408
25.29,58.71,409
25.29,58.74,408
25.29,58.8,409
25.29,58.82,409
25.29,58.83,408
25.28,58.91,408
25.28,58.96,408
25.27,59.04,408
25.27,59.03,408
25.27,59.02,408
25.27,59.07,408
25.26,59.08,408
25.27,59.17,408
25.27,59.15,408
25.27,59.18,408
25.26,59.23,408
25.26,59.3,409
25.26,59.41,408
25.26,59.42,409
25.25,59.46,408
25.25,59.65,408
25.25,59.84,408
25.25,60.0,408
25.25,60.18,408
25.24,60.34,408
25.23,60.5,408
25.23,60.64,409
25.23,60.85,408
25.21,61.39,408
25.21,61.26,408
25.21,61.42,408
25.19,62.06,408
25.18,62.33,409
25.16,62.45,408
25.16,62.74,408
25.15,62.7,409
25.15,62.95,408
25.14,63.28,409
25.14,62.52,409
25.14,62.98,408
25.13,63.33,408
25.12,63.36,408
25.12,63.57,409
25.11,63.56,408
25.11,63.75,409
25.1,63.67,409
25.11,62.93,408
25.12,62.74,409
25.13,62.4,408
25.13,63.27,409
25.12,63.78,408
25.11,63.92,409
25.11,63.69,409
25.11,63.96,409
25.11,63.8,409
25.11,63.98,409
25.11,64.03,410
25.12,64.2,409
25.12,63.64,409
25.14,63.0,409
25.16,63.09,433
25.17,63.16,431
25.17,63.16,444
25.17,62.76,430
25.17,63.09,429
25.18,62.64,425
25.2,62.41,419
25.21,62.37,428
25.23,62.43,421
25.23,62.52,430
25.24,62.45,427
25.26,62.5,426
25.26,62.42,425
25.27,62.26,430
25.28,62.28,429
25.28,62.23,438
25.29,62.23,430
25.3,62.21,434
25.31,62.17,433
25.32,62.11,432
25.33,62.06,424
25.34,62.0,428
25.34,61.97,418
25.36,61.99,430
25.36,61.86,423
25.37,61.99,422
25.4,62.1,416
25.41,62.16,427
25.42,61.97,419
25.44,61.74,420
25.45,61.84,417
25.46,61.96,416
25.48,61.81,412
25.5,61.69,414
25.52,61.55,426
25.53,61.84,412
25.53,61.99,415
25.52,62.1,415
25.51,61.95,413
25.51,62.03,417
25.5,61.79,416
25.51,61.97,417
25.51,62.49,416
25.52,62.15,414
25.52,62.2,418
25.52,62.22,415
25.53,62.1,415
25.55,62.06,414
25.57,62.01,410
25.59,61.97,411
25.6,61.97,412
25.61,61.78,410
25.63,61.61,412
25.64,61.51,414
25.65,61.46,411
25.66,61.44,409
25.63,60.67,409
24.95,57.02,410
24.03,55.12,409
23.41,53.65,408
23.03,52.78,408
22.75,52.09,408
22.47,50.98,408
22.17,49.98,408
21.92,50.01,409
22.14,56.2,409
22.62,60.52,409
23.05,61.36,410
22.88,58.01,410
22.81,62.2,410
23.16,63.08,410
23.11,58.34,409
22.72,59.55,409
22.86,63.17,412
22.66,60.13,410
22.22,58.04,418
22.19,63.25,442
22.43,61.68,472
22.3,57.8,522
22.12,55.92,625
21.95,54.98,735
21.9,54.03,833
22.11,60.63,920
22.65,64.78,996
23.14,66.86,1090
23.47,63.65,1167
23.59,62.44,1217
23.91,63.95,1304
23.99,60.06,1359
24.1,61.58,1404
24.2,59.57,1443
24.14,58.96,1494
24.23,59.31,1516
24.23,59.83,1580
24.27,58.51,1625
24.23,58.29,1692
24.26,58.09,1555
24.05,59.96,1497
24.09,60.95,1558
23.58,65.76,1669
23.8,67.45,1855
23.59,66.1,1902
23.67,70.65,2004
23.51,66.9,2056
23.55,71.23,2153
23.39,67.76,2178
23.47,73.19,2289
23.58,69.36,2370
23.48,72.85,2385
23.49,68.85,2395
23.41,72.01,2425
23.61,71.08,2250
23.62,73.28,1982
23.98,72.62,1901
24.28,70.97,1927
24.52,69.7,1873
24.68,69.08,1870
24.78,68.53,1812
24.85,68.32,1808
24.9,67.77,1752
24.94,67.39,1697
24.97,67.13,1689
25.0,66.8,1665
25.03,66.52,1602
25.04,66.26,1545
25.05,66.2,1569
25.07,65.96,1530
25.08,65.73,1496
25.1,65.48,1484
25.11,65.33,1463
25.11,65.19,1441
25.12,65.12,1414
25.12,65.01,1391
25.13,64.9,1369
25.14,64.79,1335
25.14,64.67,1347
25.14,64.57,1299
25.15,64.47,1297
25.15,64.36,1253
25.16,64.27,1230
25.16,64.2,1215
25.16,64.12,1204
25.17,64.05,1181
25.17,64.0,1167
25.17,63.94,1135
25.17,63.88,1150
25.17,63.84,1135
25.16,63.8,1106
25.17,63.74,1089
25.17,63.66,1087
25.18,63.64,1071
25.18,63.55,1086
25.18,63.51,1070
25.19,63.48,1042
25.19,63.45,1033
25.2,63.4,1012
25.2,63.38,1017
25.2,63.36,1019
25.21,63.33,999
25.21,63.29,990
25.21,63.24,967
25.21,63.2,971
25.21,63.17,959
25.22,63.12,943
25.22,63.07,937
25.22,63.01,913
25.22,63.0,914
25.22,62.96,923
25.22,62.94,899
25.22,62.93,893
25.21,62.92,871
25.21,62.91,860
25.21,62.93,851
25.2,62.9,856
25.2,62.89,853
25.2,62.86,842
25.2,62.86,844
25.2,62.83,849
25.2,62.83,830
25.19,62.8,833
25.2,62.79,837
25.19,62.78,804
25.19,62.75,812
25.19,62.72,789
25.19,62.69,780
25.19,62.65,770
25.19,62.62,761
25.18,62.6,769
25.19,62.56,758
25.18,62.55,755
25.18,62.5,746
25.18,62.48,732
25.18,62.46,724
25.17,62.44,724
25.17,62.42,698
25.17,62.4,688
25.16,62.41,681
25.15,62.39,682
25.15,62.38,673
25.14,62.38,668
25.14,62.34,667
25.13,62.32,635
25.13,62.32,646
25.13,62.3,637
25.13,62.3,642
25.12,62.28,630
25.11,62.28,614
25.1,62.27,616
25.1,62.26,608
25.09,62.24,592
25.09,62.23,584
25.09,62.23,593
25.08,62.2,592
25.08,62.21,596
25.07,62.19,593
25.06,62.18,573
25.05,62.19,581
25.05,62.18,574
25.05,62.17,558
25.04,62.12,552
25.04,62.07,560
25.03,62.04,549
25.03,62.04,526
25.02,62.03,536
25.01,62.04,544
25.01,62.03,526
25.01,62.04,532
25.0,62.06,517
24.99,62.08,513
24.99,62.07,517
24.99,62.08,511
24.98,62.1,521
24.98,62.1,502
24.97,62.1,500
24.97,62.11,500
24.96,62.12,491
24.95,62.16,512
24.95,62.18,504
24.94,62.2,499
24.94,62.22,499
24.94,62.25,492
24.94,62.31,498
24.93,62.3,491
24.92,62.35,473
24.92,62.35,492
24.92,62.36,498
24.92,62.39,483
24.91,62.41,494
24.91,62.42,494
24.9,62.4,480
24.9,62.4,474
24.9,62.4,475
24.89,62.4,485
24.88,62.41,486
24.88,62.43,484
24.87,62.42,484
24.87,62.42,480
24.86,62.43,467
24.85,62.46,464
24.85,62.48,466
24.84,62.49,454
24.83,62.51,481
24.83,62.52,462
24.82,62.51,464
24.81,62.51,460
24.8,62.53,456
24.8,62.54,462
24.79,62.53,447
24.79,62.52,468
24.78,62.54,459
24.78,62.55,455
24.77,62.58,447
24.76,62.59,462
24.75,62.62,439
24.75,62.62,456
24.75,62.64,455
24.75,62.63,468
24.74,62.62,446
24.75,62.63,451
24.74,62.65,451
24.74,62.66,457
24.74,62.67,444
24.74,62.67,454
24.77,62.8,467
24.82,62.8,483
24.94,62.94,536
25.11,63.28,634
25.3,63.5,725
25.5,63.78,807
25.66,64.18,923
25.8,64.38,1051
25.9,64.58,1140
26.0,64.75,1252
26.07,65.04,1334
26.14,65.25,1428
26.21,65.45,1477
26.27,65.83,1572
26.33,66.12,1664
26.36,66.69,1750
26.34,66.78,1760
26.24,66.72,1700
26.14,66.81,1694
26.05,66.71,1637
25.95,66.55,1543
25.87,66.6,1530
25.84,66.54,1546
25.86,66.23,1599
25.6,63.05,1600
25.04,59.45,1712
24.55,56.94,1749
24.11,55.07,1767
23.78,53.49,1817
23.51,52.23,1833
23.32,51.22,1858
23.23,50.43,1914
23.12,49.34,1889
22.98,48.58,1908
22.84,48.04,1894
22.69,47.66,1930
22.63,47.24,1942
22.53,47.15,1971
22.54,47.07,1978
22.71,49.58,1699
22.85,52.04,1330
22.97,52.61,1259
23.55,55.16,1399
24.0,55.9,1375
24.41,57.69,1536
24.89,57.26,1558
24.99,56.18,1706
24.55,53.84,1784
24.1,52.29,1804
23.8,51.05,1851
23.61,49.91,1902
23.44,49.52,1946
23.33,48.7,1998
23.22,47.9,2022
23.05,47.6,2057
22.99,47.15,2075
22.92,47.0,2143
22.96,46.73,2089
22.83,46.72,1736
22.82,48.31,1504
22.76,48.12,1200
22.5,48.05,1230
22.43,48.14,1298
22.48,48.25,1398
22.51,48.5,1511
22.71,48.79,1612
22.8,48.39,1748
22.8,48.35,1864
22.82,48.56,2003
22.91,48.3,2107
22.96,48.28,2210
22.98,48.18,2326
22.99,48.35,2387
23.2,49.23,2136
23.4,50.38,1569
23.83,50.33,1311
24.23,50.9,1304
24.52,51.64,1200
24.38,56.24,1187
24.24,58.78,1160
24.34,59.09,1135
24.53,58.76,1138
24.74,58.43,1146
24.93,58.45,1180
25.14,58.71,1245
25.34,58.86,1266
25.53,59.29,1332
25.71,59.76,1422
25.86,60.2,1484
26.02,60.68,1591
26.14,60.97,1686
26.25,61.37,1774
26.34,61.81,1877
26.41,62.3,1970
26.48,62.53,2056
26.54,62.92,2148
26.56,62.84,2157
26.46,61.97,2073
25.89,58.2,1991
25.01,55.19,1939
24.28,52.66,1823
23.77,52.87,1738
23.9,52.65,1737
23.79,50.68,1660
23.55,50.4,1584
23.47,49.93,1646
23.34,48.9,1681
23.32,48.11,1728
23.26,47.28,1762
23.24,47.21,1814
23.69,47.93,1890
24.36,48.21,1985
24.9,48.76,2107
25.32,49.36,2186
25.57,50.14,1978
25.58,49.99,1974
25.51,50.41,1930
25.46,50.59,1985
25.43,50.97,1972
25.4,51.45,1928
25.4,51.79,1874
25.39,51.99,1844
25.4,52.15,1837
25.41,52.32,1811
25.41,52.43,1818
25.42,52.66,1745
25.43,52.78,1714
25.43,52.9,1715
25.45,53.0,1685
25.46,53.08,1673
25.47,53.2,1668
25.48,53.5,1623
25.47,53.74,1536
25.44,53.71,1570
25.41,53.86,1582
25.38,54.01,1585
25.37,54.12,1566
25.36,54.23,1588
25.36,54.35,1560
25.35,54.45,1532
25.35,54.55,1536
25.34,54.66,1510
25.33,54.74,1502
25.33,54.87,1476
25.32,54.94,1454
25.32,55.04,1441
25.32,55.14,1430
25.32,55.24,1393
25.32,55.33,1411
25.31,55.45,1380
25.31,55.52,1387
25.31,55.6,1369
25.31,55.72,1347
25.3,55.84,1315
25.3,55.92,1321
25.29,56.01,1310
25.29,56.08,1309
25.29,56.13,1288
25.29,56.22,1277
25.28,56.3,1271
25.28,56.39,1269
25.28,56.45,1248
25.27,56.56,1240
25.27,56.65,1213
25.28,56.82,1204
25.28,56.92,1154
25.28,57.09,1153
25.28,57.26,1144
25.27,57.58,1093
25.26,57.61,1089
25.25,57.59,1089
25.26,57.64,1077
25.26,57.75,1067
25.26,57.95,1036
25.26,58.02,1038
25.25,58.13,1020
25.25,58.3,985
25.25,58.53,963
25.25,58.49,956
25.25,58.6,966
25.24,58.69,954
25.24,58.78,945
25.23,58.86,934
25.22,59.0,924
25.22,58.97,907
25.22,59.03,904
25.22,59.06,887
25.2,59.17,881
25.2,59.23,872
25.19,59.23,864
25.19,59.3,857
25.19,59.37,854
25.18,59.4,851
25.17,59.44,840
25.16,59.46,833
25.17,59.52,818
25.16,59.61,812
25.16,59.76,796
25.16,59.74,782
25.15,59.76,774
25.14,59.7,786
25.13,59.81,761
25.12,59.79,746
25.12,59.75,754
25.12,59.73,761
25.11,59.74,733
25.11,59.67,754
25.11,59.7,747
25.1,59.76,736
25.09,59.71,729
25.1,59.68,727
25.09,59.74,714
25.08,59.76,718
25.06,59.89,706
25.07,59.86,692
25.06,59.92,682
25.05,59.95,684
25.05,59.95,675
25.05,59.96,668
25.04,59.97,673
25.04,59.96,669
25.03,59.93,668
25.03,59.91,649
25.02,59.93,654
25.01,59.92,623
25.01,59.87,617
24.99,59.82,619
24.99,59.75,615
24.98,59.65,600
24.98,59.53,591
24.97,59.42,603
24.97,59.41,583
24.96,59.39,585
24.96,59.38,590
24.95,59.35,583
24.94,59.33,582
24.94,59.34,592
24.93,59.32,561
24.93,59.3,582
24.92,59.3,568
24.91,59.27,553
24.9,59.26,570
24.9,59.27,562
24.89,59.21,554
24.89,59.15,552
24.89,59.14,562
24.89,59.04,544
24.89,58.98,546
24.88,58.94,538
24.87,58.88,536
24.87,58.97,552
24.87,58.75,543
24.87,58.78,546
24.87,58.78,537
24.86,58.86,529
24.86,58.86,526
24.85,58.83,526
24.85,58.85,531
24.85,58.86,530
24.84,58.84,522
